state,county,fips,lat_county,long_county
AR,Carroll,5015,36.337774,-93.541663
AR,Chicot,5017,33.267139,-91.297158
AR,Clark,5019,34.053312,-93.176205
AR,Clay,5021,36.367302,-90.418704
AR,Cleburne,5023,35.566288,-92.059974
AR,Cleveland,5025,33.893201,-92.188714
AR,Columbia,5027,33.21507,-93.226901
AR,Conway,5029,35.265702,-92.689248
AR,Craighead,5031,35.828268,-90.630411
AR,Crawford,5033,35.583041,-94.236224
AR,Crittenden,5035,35.211878,-90.315331
AR,Cross,5037,35.291259,-90.773894
AR,Dallas,5039,33.967823,-92.653999
AR,Desha,5041,33.828748,-91.244427
AR,Drew,5043,33.587242,-91.722778
AR,Faulkner,5045,35.146356,-92.324654
AR,Franklin,5047,35.508573,-93.887672
AR,Fulton,5049,36.383443,-91.819239
AR,Garland,5051,34.578861,-93.146915
AR,Grant,5053,34.288063,-92.423984
AR,Greene,5055,36.119922,-90.565241
AR,Hempstead,5057,33.728611,-93.665809
AR,Hot Spring,5059,34.315177,-92.944147
AR,Howard,5061,34.083179,-93.990988
AR,Independence,5063,35.737499,-91.559942
AR,Izard,5065,36.094879,-91.913625
AR,Jackson,5067,35.596605,-91.223178
AR,Jefferson,5069,34.277696,-91.930701
AR,Johnson,5071,35.573359,-93.466322
AR,Lafayette,5073,33.24066,-93.611643
AR,Lawrence,5075,36.041098,-91.101153
AR,Lee,5077,34.77975,-90.779288
AR,Lincoln,5079,33.957665,-91.727624
AR,Little River,5081,33.699497,-94.229774
AR,Logan,5083,35.21855,-93.720563
AR,Lonoke,5085,34.755114,-91.894132
AR,Madison,5087,36.012545,-93.724053
AR,Marion,5089,36.266656,-92.678588
AR,Miller,5091,33.305505,-93.901509
AR,Mississippi,5093,35.766943,-90.052209
AR,Monroe,5095,34.679513,-91.203314
AR,Montgomery,5097,34.545652,-93.664147
AR,Nevada,5099,33.666699,-93.305072
AR,Newton,5101,35.910063,-93.215084
AR,Ouachita,5103,33.591158,-92.878418
AR,Perry,5105,34.946363,-92.926877
AR,Phillips,5107,34.425842,-90.848386
AR,Pike,5109,34.158191,-93.658659
AR,Poinsett,5111,35.568981,-90.680595
AR,Polk,5113,34.490915,-94.230884
AR,Pope,5115,35.455297,-93.031535
AR,Prairie,5117,34.828225,-91.5572
AR,Pulaski,5119,34.773988,-92.316515
AR,Randolph,5121,36.341299,-91.028441
AR,St. Francis,5123,35.014438,-90.742199
AR,Saline,5125,34.648525,-92.674463
AR,Scott,5127,34.858869,-94.063641
AR,Searcy,5129,35.90966,-92.699351
AR,Sebastian,5131,35.196981,-94.274989
AR,Sevier,5133,33.994608,-94.24329
AR,Sharp,5135,36.173399,-91.471069
AR,Stone,5137,35.856989,-92.140494
AR,Union,5139,33.168219,-92.598145
AR,Van Buren,5141,35.582959,-92.515977
AR,Washington,5143,35.971209,-94.218417
AR,White,5145,35.254722,-91.753158
AR,Woodruff,5147,35.189071,-91.244418
AR,Yell,5149,34.997713,-93.408303
CA,Alameda,6001,37.648081,-121.913304
CA,Alpine,6003,38.61761,-119.798999
CA,Amador,6005,38.44355,-120.653856
CA,Butte,6007,39.665959,-121.601919
CA,Calaveras,6009,38.187844,-120.555115
CA,Colusa,6011,39.177739,-122.237563
CA,Contra Costa,6013,37.919479,-121.951543
CA,Del Norte,6015,41.749903,-123.980998
CA,El Dorado,6017,38.785532,-120.534398
CA,Fresno,6019,36.761006,-119.655019
CA,Glenn,6021,39.602546,-122.4017
CA,Humboldt,6023,40.706673,-123.925818
CA,Imperial,6025,33.040816,-115.355395
CA,Inyo,6027,36.561977,-117.403927
CA,Kern,6029,35.346629,-118.729506
CA,Kings,6031,36.072478,-119.81553
CA,Lake,6033,39.094802,-122.746757
CA,Lassen,6035,40.721089,-120.629931
CA,Los Angeles,6037,34.196398,-118.261862
CA,Madera,6039,37.210039,-119.749852
CA,Marin,6041,38.051817,-122.745974
CA,Mariposa,6043,37.570034,-119.91286
CA,Mendocino,6045,39.432388,-123.442881
CA,Merced,6047,37.194806,-120.722802
CA,Modoc,6049,41.592919,-120.71837
CA,Mono,6051,37.915836,-118.875167
CA,Monterey,6053,36.240107,-121.315573
CA,Napa,6055,38.507351,-122.325995
CA,Nevada,6057,39.295191,-120.773446
CA,Orange,6059,33.675687,-117.777207
CA,Placer,6061,39.062032,-120.722718
CA,Plumas,6063,39.99517,-120.829516
CA,Riverside,6065,33.729828,-116.002239
CA,Sacramento,6067,38.450011,-121.340441
CA,San Benito,6069,36.610702,-121.085296
CA,San Bernardino,6071,34.85722,-116.181197
CA,San Diego,6073,33.023604,-116.776117
CA,San Francisco,6075,37.7749,-122.4194
CA,San Joaquin,6077,37.935034,-121.272237
CA,San Luis Obispo,6079,35.385227,-120.44754
CA,San Mateo,6081,37.414664,-122.371542
CA,Santa Barbara,6083,34.537378,-120.038485
CA,Santa Clara,6085,37.220777,-121.690622
CA,Santa Cruz,6087,37.012488,-122.007205
CA,Shasta,6089,40.760522,-122.04355
CA,Sierra,6091,39.576925,-120.521993
CA,Siskiyou,6093,41.587986,-122.533287
CA,Solano,6095,38.267226,-121.939594
CA,Sonoma,6097,38.532574,-122.945194
CA,Stanislaus,6099,37.562384,-121.002656
CA,Sutter,6101,39.035257,-121.702758
CA,Tehama,6103,40.126156,-122.232276
CA,Trinity,6105,40.647724,-123.114404
CA,Tulare,6107,36.230453,-118.780542
CA,Tuolumne,6109,38.021451,-119.964708
CA,Ventura,6111,34.358742,-119.133143
CA,Yolo,6113,38.679268,-121.903178
CA,Yuba,6115,39.270026,-121.34428
CO,Adams,8001,39.874325,-104.331872
CO,Alamosa,8003,37.568442,-105.788041
CO,Arapahoe,8005,39.644632,-104.331733
CO,Archuleta,8007,37.202395,-107.050863
CO,Baca,8009,37.303144,-102.535457
CO,Bent,8011,37.931891,-103.077584
CO,Boulder,8013,40.094826,-105.398382
CO,Broomfield,8014,39.953383,-105.052125
CO,Chaffee,8015,38.738246,-106.316972
CO,Cheyenne,8017,38.835387,-102.604585
CO,Clear Creek,8019,39.689403,-105.670791
CO,Conejos,8021,37.213407,-106.176447
CO,Costilla,8023,37.277547,-105.42894
CO,Crowley,8025,38.321956,-103.787562
CO,Custer,8027,38.101994,-105.373515
CO,Delta,8029,38.861756,-107.864757
CO,Denver,8031,39.761849,-104.880625
CO,Dolores,8033,37.747602,-108.530383
CO,Douglas,8035,39.326435,-104.926199
CO,Eagle,8037,39.630638,-106.692944
CO,Elbert,8039,39.310817,-104.117928
CO,El Paso,8041,38.827383,-104.527472
CO,Fremont,8043,38.455658,-105.421438
CO,Garfield,8045,39.599352,-107.90978
CO,Gilpin,8047,39.861082,-105.528947
CO,Grand,8049,40.123289,-106.095876
CO,Gunnison,8051,38.669679,-107.078108
CO,Hinsdale,8053,37.811625,-107.383405
CO,Huerfano,8055,37.687815,-104.959928
CO,Jackson,8057,40.663432,-106.329248
CO,Jefferson,8059,39.58646,-105.245601
CO,Kiowa,8061,38.388466,-102.75621
CO,Kit Carson,8063,39.30534,-102.603023
CO,Lake,8065,39.204316,-106.349696
CO,La Plata,8067,37.287367,-107.839718
CO,Larimer,8069,40.663091,-105.482131
CO,Las Animas,8071,37.318831,-104.04411
CO,Lincoln,8073,38.99374,-103.507555
CO,Logan,8075,40.728091,-103.090464
CO,Mesa,8077,39.019492,-108.461837
CO,Mineral,8079,37.651478,-106.9323
CO,Moffat,8081,40.573984,-108.204521
CO,Montezuma,8083,37.338025,-108.595786
CO,Montrose,8085,38.413427,-108.263042
CO,Morgan,8087,40.262354,-103.807092
CO,Otero,8089,37.88417,-103.72126
CO,Ouray,8091,38.1506,-107.767133
CO,Park,8093,39.118914,-105.717648
CO,Phillips,8095,40.594712,-102.345105
CO,Pitkin,8097,39.217533,-106.915943
CO,Prowers,8099,37.958181,-102.392161
CO,Pueblo,8101,38.170658,-104.489893
CO,Rio Blanco,8103,39.972606,-108.200685
CO,Rio Grande,8105,37.485763,-106.453214
CO,Routt,8107,40.48316,-106.985289
CO,Saguache,8109,38.033952,-106.246675
CO,San Juan,8111,37.781075,-107.670257
CO,San Miguel,8113,38.009374,-108.427326
CO,Sedgwick,8115,40.871568,-102.355358
CO,Summit,8117,39.621023,-106.137555
CO,Teller,8119,38.871994,-105.182552
CO,Washington,8121,39.965413,-103.209605
CO,Weld,8123,40.555794,-104.383649
CO,Yuma,8125,40.000631,-102.422649
CT,Fairfield,9001,41.228103,-73.366757
CT,Hartford,9003,41.806053,-72.732916
CT,Litchfield,9005,41.791897,-73.235428
CT,Middlesex,9007,41.434525,-72.524227
CT,New Haven,9009,41.349717,-72.900204
CT,New London,9011,41.47863,-72.103452
CT,Tolland,9013,41.858076,-72.340977
CT,Windham,9015,41.824999,-71.990702
DE,Kent,10001,39.097088,-75.502982
DE,New Castle,10003,39.575915,-75.644132
DE,Sussex,10005,38.677511,-75.335495
DC,District of Columbia,11001,38.904149,-77.017094
FL,Alachua,12001,29.67574,-82.357221
FL,Baker,12003,30.324442,-82.302284
FL,Bay,12005,30.237563,-85.631348
FL,Bradford,12007,29.946934,-82.166796
FL,Brevard,12009,28.298276,-80.700384
FL,Broward,12011,26.19352,-80.476658
FL,Calhoun,12013,30.388801,-85.197916
FL,Charlotte,12015,26.868826,-81.940858
FL,Citrus,12017,28.843628,-82.524796
FL,Clay,12019,29.987116,-81.858147
FL,Collier,12021,26.118713,-81.400884
FL,Columbia,12023,30.221305,-82.623127
FL,DeSoto,12027,27.190581,-81.806253
FL,Dixie,12029,29.580899,-83.195666
FL,Duval,12031,30.335245,-81.648113
FL,Escambia,12033,30.611664,-87.33904
FL,Flagler,12035,29.474894,-81.286362
FL,Franklin,12037,29.810176,-84.799174
FL,Gadsden,12039,30.57917,-84.612783
FL,Gilchrist,12041,29.723456,-82.795801
FL,Glades,12043,26.95481,-81.19082
FL,Gulf,12045,29.907257,-85.256537
FL,Hamilton,12047,30.491102,-82.951049
FL,Hardee,12049,27.492846,-81.82158
FL,Hendry,12051,26.53934,-81.151584
FL,Hernando,12053,28.567911,-82.464835
FL,Highlands,12055,27.342627,-81.340921
FL,Hillsborough,12057,27.90659,-82.349568
FL,Holmes,12059,30.866222,-85.812959
FL,Indian River,12061,27.700638,-80.574803
FL,Jackson,12063,30.787812,-85.210374
FL,Jefferson,12065,30.424558,-83.890859
FL,Lafayette,12067,29.990066,-83.17851
FL,Lake,12069,28.764113,-81.712282
FL,Lee,12071,26.552134,-81.89225
FL,Leon,12073,30.45931,-84.2778
FL,Levy,12075,29.284409,-82.783483
FL,Liberty,12077,30.259849,-84.868581
FL,Madison,12079,30.447228,-83.470437
FL,Manatee,12081,27.481386,-82.365784
FL,Marion,12083,29.202805,-82.0431
FL,Martin,12085,27.079954,-80.398211
FL,Miami-Dade,12086,25.610494,-80.499045
FL,Monroe,12087,25.601043,-81.206777
FL,Nassau,12089,30.605926,-81.764929
FL,Okaloosa,12091,30.665858,-86.594194
FL,Okeechobee,12093,27.385592,-80.887388
FL,Orange,12095,28.514435,-81.323295
FL,Osceola,12097,28.059027,-81.139312
FL,Palm Beach,12099,26.645763,-80.448673
FL,Pasco,12101,28.302024,-82.455707
FL,Pinellas,12103,27.903122,-82.739518
FL,Polk,12105,27.953115,-81.692783
FL,Putnam,12107,29.606006,-81.740894
FL,St. Johns,12109,29.890593,-81.383914
FL,St. Lucie,12111,27.380775,-80.443364
FL,Santa Rosa,12113,30.703633,-87.014255
FL,Sarasota,12115,27.184386,-82.365835
FL,Seminole,12117,28.690079,-81.13198
FL,Sumter,12119,28.714294,-82.074715
FL,Suwannee,12121,30.189244,-82.992754
FL,Taylor,12123,30.016943,-83.616417
FL,Union,12125,30.05428,-82.366918
FL,Volusia,12127,29.057617,-81.161813
FL,Wakulla,12129,30.140378,-84.375136
FL,Walton,12131,30.631211,-86.176614
FL,Washington,12133,30.602217,-85.662797
GA,Appling,13001,31.739712,-82.290103
GA,Atkinson,13003,31.300562,-82.883614
GA,Bacon,13005,31.563327,-82.387859
GA,Baker,13007,31.319622,-84.454857
GA,Baldwin,13009,33.059532,-83.255362
GA,Banks,13011,34.351922,-83.498441
GA,Barrow,13013,33.992009,-83.712303
GA,Bartow,13015,34.240918,-84.838188
GA,Ben Hill,13017,31.740776,-83.14719
GA,Berrien,13019,31.274308,-83.231906
GA,Bibb,13021,32.808844,-83.694193
GA,Bleckley,13023,32.435403,-83.331717
GA,Brantley,13025,31.197334,-81.982978
GA,Brooks,13027,30.833696,-83.588971
GA,Bryan,13029,32.017969,-81.438543
GA,Bulloch,13031,32.393408,-81.74381
GA,Burke,13033,33.063737,-82.00389
GA,Butts,13035,33.290355,-83.958221
GA,Calhoun,13037,31.521279,-84.62629
GA,Camden,13039,30.916358,-81.636516
GA,Candler,13043,32.403986,-82.071446
GA,Carroll,13045,33.582237,-85.080527
GA,Catoosa,13047,34.899393,-85.137353
GA,Charlton,13049,30.779904,-82.139644
GA,Chatham,13051,31.974756,-81.091768
GA,Chattahoochee,13053,32.347445,-84.788021
GA,Chattooga,13055,34.474179,-85.345289
GA,Cherokee,13057,34.244317,-84.475057
GA,Clarke,13059,33.952234,-83.36713
GA,Clay,13061,31.619831,-84.992583
GA,Clayton,13063,33.552242,-84.412977
GA,Clinch,13065,30.917653,-82.702614
GA,Cobb,13067,33.93994,-84.574166
GA,Coffee,13069,31.549245,-82.844938
GA,Colquitt,13071,31.189758,-83.769741
GA,Columbia,13073,33.550556,-82.251342
GA,Cook,13075,31.152935,-83.429552
GA,Coweta,13077,33.352897,-84.762138
GA,Crawford,13079,32.709446,-83.979182
GA,Crisp,13081,31.914753,-83.753338
GA,Dade,13083,34.852424,-85.506201
GA,Dawson,13085,34.442842,-84.173284
GA,Decatur,13087,30.877961,-84.577744
GA,DeKalb,13089,33.770661,-84.226343
GA,Dodge,13091,32.160656,-83.156818
GA,Dooly,13093,32.151995,-83.807167
GA,Dougherty,13095,31.535068,-84.214444
GA,Douglas,13097,33.699317,-84.765944
GA,Early,13099,31.324191,-84.906723
GA,Echols,13101,30.7085,-82.836132
GA,Effingham,13103,32.361711,-81.343337
GA,Elbert,13105,34.115017,-82.842057
GA,Emanuel,13107,32.5911,-82.299763
GA,Evans,13109,32.151902,-81.887618
GA,Fannin,13111,34.863837,-84.319287
GA,Fayette,13113,33.412717,-84.493941
GA,Floyd,13115,34.263677,-85.21373
GA,Forsyth,13117,34.225143,-84.127336
GA,Franklin,13119,34.375155,-83.227291
GA,Fulton,13121,33.790034,-84.468182
GA,Gilmer,13123,34.690541,-84.453984
GA,Glascock,13125,33.227491,-82.606913
GA,Glynn,13127,31.212747,-81.496517
GA,Gordon,13129,34.509667,-84.873862
GA,Grady,13131,30.875863,-84.244772
GA,Greene,13133,33.576836,-83.167103
GA,Gwinnett,13135,33.959101,-84.022938
GA,Habersham,13137,34.635108,-83.526406
GA,Hall,13139,34.317588,-83.818497
GA,Hancock,13141,33.26922,-83.000465
GA,Haralson,13143,33.795165,-85.220062
GA,Harris,13145,32.731549,-84.912432
GA,Hart,13147,34.348733,-82.96329
GA,Heard,13149,33.290968,-85.139594
GA,Henry,13151,33.452881,-84.15444
GA,Houston,13153,32.458381,-83.662856
GA,Irwin,13155,31.604306,-83.277037
GA,Jackson,13157,34.134157,-83.565133
GA,Jasper,13159,33.314905,-83.687892
GA,Jeff Davis,13161,31.811615,-82.636825
GA,Jefferson,13163,33.051874,-82.41905
GA,Jenkins,13165,32.794563,-81.971524
GA,Johnson,13167,32.689831,-82.661354
GA,Jones,13169,33.020226,-83.562339
GA,Lamar,13171,33.07446,-84.146721
GA,Lanier,13173,31.038197,-83.063164
GA,Laurens,13175,32.39322,-82.926317
GA,Lee,13177,31.818419,-84.146681
GA,Liberty,13179,31.807245,-81.457969
GA,Lincoln,13181,33.792151,-82.448299
GA,Long,13183,31.749563,-81.74287
GA,Lowndes,13185,30.83368,-83.268967
GA,Lumpkin,13187,34.568149,-83.998828
GA,McDuffie,13189,33.482464,-82.473188
GA,McIntosh,13191,31.482978,-81.370199
GA,Macon,13193,32.366216,-84.052162
GA,Madison,13195,34.128486,-83.203637
GA,Marion,13197,32.359538,-84.529561
GA,Meriwether,13199,33.03022,-84.663279
GA,Miller,13201,31.162908,-84.730386
GA,Mitchell,13205,31.22894,-84.192407
GA,Monroe,13207,33.017435,-83.922938
GA,Montgomery,13209,32.172108,-82.533349
GA,Morgan,13211,33.593732,-83.492324
GA,Murray,13213,34.797097,-84.73799
GA,Muscogee,13215,32.510197,-84.874946
GA,Newton,13217,33.544046,-83.855189
GA,Oconee,13219,33.834125,-83.437728
GA,Oglethorpe,13221,33.866806,-83.074081
GA,Paulding,13223,33.920903,-84.866979
GA,Peach,13225,32.571324,-83.831978
GA,Pickens,13227,34.456621,-84.490256
GA,Pierce,13229,31.353988,-82.210427
GA,Pike,13231,33.090769,-84.386627
GA,Polk,13233,33.995961,-85.186826
GA,Pulaski,13235,32.238794,-83.481855
GA,Putnam,13237,33.321061,-83.37179
GA,Quitman,13239,31.861487,-85.009317
GA,Rabun,13241,34.883026,-83.404735
GA,Randolph,13243,31.762651,-84.752311
GA,Richmond,13245,33.361487,-82.074998
GA,Rockdale,13247,33.652081,-84.02637
GA,Schley,13249,32.263441,-84.322724
GA,Screven,13251,32.744751,-81.617585
GA,Seminole,13253,30.933894,-84.867592
GA,Spalding,13255,33.262389,-84.286067
GA,Stephens,13257,34.552914,-83.290216
GA,Stewart,13259,32.073225,-84.834912
GA,Sumter,13261,32.042203,-84.204283
GA,Talbot,13263,32.704603,-84.530029
GA,Taliaferro,13265,33.559314,-82.875208
GA,Tattnall,13267,32.043768,-82.059208
GA,Taylor,13269,32.554667,-84.251426
GA,Telfair,13271,31.913639,-82.931062
GA,Terrell,13273,31.777191,-84.439446
GA,Thomas,13275,30.864616,-83.919783
GA,Tift,13277,31.457003,-83.525931
GA,Toombs,13279,32.126698,-82.332071
GA,Towns,13281,34.90265,-83.732158
GA,Treutlen,13283,32.409586,-82.570882
GA,Troup,13285,33.034482,-85.02836
GA,Turner,13287,31.718232,-83.628567
GA,Twiggs,13289,32.665847,-83.425879
GA,Union,13291,34.83377,-83.989573
GA,Upson,13293,32.881837,-84.292281
GA,Walker,13295,34.735827,-85.305385
GA,Walton,13297,33.782649,-83.734215
GA,Ware,13299,31.050881,-82.421507
GA,Warren,13301,33.419169,-82.688012
GA,Washington,13303,32.971848,-82.798112
GA,Wayne,13305,31.547845,-81.912376
GA,Webster,13307,32.046554,-84.553218
GA,Wheeler,13309,32.109276,-82.738701
GA,White,13311,34.643677,-83.743713
GA,Whitfield,13313,34.801726,-84.968541
GA,Wilcox,13315,31.962717,-83.438262
GA,Wilkes,13317,33.77904,-82.747922
GA,Wilkinson,13319,32.804321,-83.175587
GA,Worth,13321,31.551773,-83.84996
HI,Hawaiʻi,15001,19.597764,-155.502443
HI,Honolulu,15003,21.461364,-158.201976
HI,Kalawao,15005,21.218764,-156.97401
HI,Kauaʻi,15007,22.012038,-159.705965
HI,Maui,15009,20.855931,-156.60155
ID,Ada,16001,43.447861,-116.244456
ID,Adams,16003,44.884583,-116.431873
ID,Bannock,16005,42.692939,-112.228986
ID,Bear Lake,16007,42.285833,-111.327445
ID,Benewah,16009,47.218451,-116.633541
ID,Bingham,16011,43.216357,-112.399206
ID,Blaine,16013,43.394482,-113.95529
ID,Boise,16015,43.987275,-115.715111
ID,Bonner,16017,48.312512,-116.59694
ID,Bonneville,16019,43.395171,-111.621878
ID,Boundary,16021,48.773065,-116.524619
ID,Butte,16023,43.6851,-113.177627
ID,Camas,16025,43.463396,-114.804427
ID,Canyon,16027,43.623051,-116.708527
ID,Caribou,16029,42.786273,-111.544172
ID,Cassia,16031,42.288635,-113.605498
ID,Clark,16033,44.286251,-112.36112
ID,Clearwater,16035,46.67257,-115.6535
ID,Custer,16037,44.273341,-114.252251
ID,Elmore,16039,43.394826,-115.470751
ID,Franklin,16041,42.173589,-111.822955
ID,Fremont,16043,44.218091,-111.484429
ID,Gem,16045,44.061473,-116.398784
ID,Gooding,16047,42.973185,-114.82142
ID,Idaho,16049,45.849237,-115.467376
ID,Jefferson,16051,43.796965,-112.318588
ID,Jerome,16053,42.691172,-114.263009
ID,Kootenai,16055,47.677113,-116.694918
ID,Latah,16057,46.81892,-116.730974
ID,Lemhi,16059,44.928789,-113.887841
ID,Lewis,16061,46.236328,-116.42376
ID,Lincoln,16063,42.986181,-114.153899
ID,Madison,16065,43.789709,-111.65655
ID,Minidoka,16067,42.856937,-113.64001
ID,Nez Perce,16069,46.333766,-116.760903
ID,Oneida,16071,42.18389,-112.520465
ID,Owyhee,16073,42.593063,-116.142655
ID,Payette,16075,44.00274,-116.748655
ID,Power,16077,42.694126,-112.844407
ID,Shoshone,16079,47.347694,-115.885092
ID,Teton,16081,43.760994,-111.211765
ID,Twin Falls,16083,42.352309,-114.665639
ID,Valley,16085,44.771532,-115.637875
ID,Washington,16087,44.448213,-116.79783
IL,Adams,17001,39.986053,-91.194961
IL,Alexander,17003,37.183683,-89.349506
IL,Bond,17005,38.885924,-89.436592
IL,Boone,17007,42.318983,-88.824295
IL,Brown,17009,39.962069,-90.75031
IL,Bureau,17011,41.401304,-89.528377
IL,Calhoun,17013,39.164262,-90.666295
IL,Carroll,17015,42.059084,-89.926485
IL,Cass,17017,39.969202,-90.245705
IL,Champaign,17019,40.13915,-88.197201
IL,Christian,17021,39.545524,-89.279593
IL,Clark,17023,39.332364,-87.791687
IL,Clay,17025,38.747312,-88.483789
IL,Clinton,17027,38.606423,-89.423136
IL,Coles,17029,39.51368,-88.220782
IL,Cook,17031,41.894294,-87.645455
IL,Crawford,17033,39.00373,-87.757172
IL,Cumberland,17035,39.273121,-88.240619
IL,DeKalb,17037,41.894613,-88.768991
IL,De Witt,17039,40.181499,-88.901853
IL,Douglas,17041,39.766078,-88.222866
IL,DuPage,17043,41.852058,-88.086038
IL,Edgar,17045,39.679037,-87.74711
IL,Edwards,17047,38.417095,-88.047941
IL,Effingham,17049,39.047694,-88.592786
IL,Fayette,17051,39.001125,-89.017923
IL,Ford,17053,40.594423,-88.224746
IL,Franklin,17055,37.991848,-88.926246
IL,Fulton,17057,40.465688,-90.206793
IL,Gallatin,17059,37.768677,-88.227964
IL,Greene,17061,39.355444,-90.387757
IL,Grundy,17063,41.29241,-88.401055
IL,Hamilton,17065,38.085226,-88.539005
